Thread 0: 0.000008 s, 0.015136 GiB/s 
NumberOfThreads:28,n(elements):92.000000,AvgTestRunTime(s):0.000113,CumulativeMemoryBandwidth(GiB/s):103.138139,TotalRunTime(s):0.112503,WSS(MiB):11.881836,Verification:SUCCESS,
Thread 0: 0.000154 s, 2.788600 GiB/s 
Thread 1: 0.000154 s, 2.788495 GiB/s 
Thread 2: 0.000154 s, 2.788039 GiB/s 
Thread 3: 0.000154 s, 2.788049 GiB/s 
Thread 4: 0.000154 s, 2.788049 GiB/s 
Thread 5: 0.000154 s, 2.788052 GiB/s 
Thread 6: 0.000154 s, 2.788080 GiB/s 
Thread 7: 0.000154 s, 2.788634 GiB/s 
Thread 8: 0.000154 s, 2.788258 GiB/s 
Thread 9: 0.000154 s, 2.788513 GiB/s 
Thread 10: 0.000154 s, 2.788389 GiB/s 
Thread 11: 0.000154 s, 2.788048 GiB/s 
Thread 12: 0.000154 s, 2.788526 GiB/s 
Thread 13: 0.000154 s, 2.788048 GiB/s 
Thread 14: 0.000154 s, 2.788565 GiB/s 
Thread 15: 0.000154 s, 2.788278 GiB/s 
Thread 16: 0.000154 s, 2.788415 GiB/s 
Thread 17: 0.000154 s, 2.788053 GiB/s 
Thread 18: 0.000154 s, 2.788084 GiB/s 
Thread 19: 0.000154 s, 2.788056 GiB/s 
Thread 20: 0.000154 s, 2.788459 GiB/s 
Thread 21: 0.000154 s, 2.788617 GiB/s 
Thread 22: 0.000154 s, 2.788055 GiB/s 
Thread 23: 0.000154 s, 2.788110 GiB/s 
Thread 24: 0.000154 s, 2.788058 GiB/s 
Thread 25: 0.000154 s, 2.788293 GiB/s 
Thread 26: 0.000154 s, 2.788555 GiB/s 
Thread 27: 0.000154 s, 2.788577 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:13107200,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):93.000000,AvgTestRunTime(s):0.000154,CumulativeMemoryBandwidth(GiB/s):78.054840,TotalRunTime(s):0.153557,WSS(MiB):12.273514,Verification:SUCCESS,
Thread 0: 0.000141 s, 3.145622 GiB/s 
Thread 1: 0.000141 s, 3.145718 GiB/s 
Thread 2: 0.000141 s, 3.145728 GiB/s 
Thread 3: 0.000141 s, 3.145719 GiB/s 
Thread 4: 0.000141 s, 3.145661 GiB/s 
Thread 5: 0.000141 s, 3.145616 GiB/s 
Thread 6: 0.000141 s, 3.145617 GiB/s 
Thread 7: 0.000141 s, 3.145618 GiB/s 
Thread 8: 0.000141 s, 3.145627 GiB/s 
Thread 9: 0.000141 s, 3.145721 GiB/s 
Thread 10: 0.000141 s, 3.145645 GiB/s 
Thread 11: 0.000141 s, 3.145622 GiB/s 
Thread 12: 0.000141 s, 3.145684 GiB/s 
Thread 13: 0.000141 s, 3.145668 GiB/s 
Thread 14: 0.000141 s, 3.145697 GiB/s 
Thread 15: 0.000141 s, 3.145656 GiB/s 
Thread 16: 0.000141 s, 3.145702 GiB/s 
Thread 17: 0.000141 s, 3.145681 GiB/s 
Thread 18: 0.000141 s, 3.145709 GiB/s 
Thread 19: 0.000141 s, 3.145685 GiB/s 
Thread 20: 0.000141 s, 3.145663 GiB/s 
Thread 21: 0.000141 s, 3.145623 GiB/s 
Thread 22: 0.000141 s, 3.145724 GiB/s 
Thread 23: 0.000141 s, 3.145613 GiB/s 
Thread 24: 0.000141 s, 3.145673 GiB/s 
Thread 25: 0.000141 s, 3.145683 GiB/s 
Thread 26: 0.000141 s, 3.145619 GiB/s 
Thread 27: 0.000141 s, 3.145608 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:13631488,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):94.000000,AvgTestRunTime(s):0.000141,CumulativeMemoryBandwidth(GiB/s):87.703011,TotalRunTime(s):0.141120,WSS(MiB):12.673706,Verification:SUCCESS,
Thread 0: 0.000079 s, 5.923129 GiB/s 
Thread 1: 0.000079 s, 5.923062 GiB/s 
Thread 2: 0.000079 s, 5.923775 GiB/s 
Thread 3: 0.000079 s, 5.923046 GiB/s 
Thread 4: 0.000079 s, 5.923041 GiB/s 
Thread 5: 0.000079 s, 5.922910 GiB/s 
Thread 6: 0.000079 s, 5.923026 GiB/s 
Thread 7: 0.000079 s, 5.923037 GiB/s 
Thread 8: 0.000079 s, 5.924072 GiB/s 
Thread 9: 0.000079 s, 5.924206 GiB/s 
Thread 10: 0.000079 s, 5.924166 GiB/s 
Thread 11: 0.000079 s, 5.923082 GiB/s 
Thread 12: 0.000079 s, 5.924093 GiB/s 
Thread 13: 0.000079 s, 5.923102 GiB/s 
Thread 14: 0.000079 s, 5.924193 GiB/s 
Thread 15: 0.000079 s, 5.924213 GiB/s 
Thread 16: 0.000079 s, 5.922930 GiB/s 
Thread 17: 0.000079 s, 5.924138 GiB/s 
Thread 18: 0.000079 s, 5.923898 GiB/s 
Thread 19: 0.000079 s, 5.923000 GiB/s 
Thread 20: 0.000079 s, 5.923110 GiB/s 
Thread 21: 0.000079 s, 5.923041 GiB/s 
Thread 22: 0.000079 s, 5.923019 GiB/s 
Thread 23: 0.000079 s, 5.923766 GiB/s 
Thread 24: 0.000079 s, 5.923076 GiB/s 
Thread 25: 0.000079 s, 5.924027 GiB/s 
Thread 26: 0.000079 s, 5.923017 GiB/s 
Thread 27: 0.000079 s, 5.923731 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:14155776,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):96.000000,AvgTestRunTime(s):0.000080,CumulativeMemoryBandwidth(GiB/s):164.663071,TotalRunTime(s):0.080064,WSS(MiB):13.500000,Verification:SUCCESS,
Thread 0: 0.000155 s, 3.124090 GiB/s 
Thread 1: 0.000155 s, 3.124043 GiB/s 
Thread 2: 0.000155 s, 3.123926 GiB/s 
Thread 3: 0.000155 s, 3.123986 GiB/s 
Thread 4: 0.000155 s, 3.124050 GiB/s 
Thread 5: 0.000155 s, 3.124058 GiB/s 
Thread 6: 0.000155 s, 3.123972 GiB/s 
Thread 7: 0.000155 s, 3.124028 GiB/s 
Thread 8: 0.000155 s, 3.124011 GiB/s 
Thread 9: 0.000155 s, 3.123965 GiB/s 
Thread 10: 0.000155 s, 3.124019 GiB/s 
Thread 11: 0.000155 s, 3.124089 GiB/s 
Thread 12: 0.000155 s, 3.123958 GiB/s 
Thread 13: 0.000155 s, 3.124083 GiB/s 
Thread 14: 0.000155 s, 3.124088 GiB/s 
Thread 15: 0.000155 s, 3.124069 GiB/s 
Thread 16: 0.000155 s, 3.124069 GiB/s 
Thread 17: 0.000155 s, 3.124032 GiB/s 
Thread 18: 0.000155 s, 3.124030 GiB/s 
Thread 19: 0.000155 s, 3.124056 GiB/s 
Thread 20: 0.000155 s, 3.124089 GiB/s 
Thread 21: 0.000155 s, 3.124088 GiB/s 
Thread 22: 0.000155 s, 3.124085 GiB/s 
Thread 23: 0.000155 s, 3.124019 GiB/s 
Thread 24: 0.000155 s, 3.124077 GiB/s 
Thread 25: 0.000155 s, 3.124002 GiB/s 
Thread 26: 0.000155 s, 3.124088 GiB/s 
Thread 27: 0.000155 s, 3.123928 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:14680064,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):97.000000,AvgTestRunTime(s):0.000156,CumulativeMemoryBandwidth(GiB/s):87.446115,TotalRunTime(s):0.155523,WSS(MiB):13.926285,Verification:SUCCESS,
Thread 0: 0.000191 s, 2.628839 GiB/s 
Thread 1: 0.000191 s, 2.628879 GiB/s 
Thread 2: 0.000191 s, 2.628885 GiB/s 
Thread 3: 0.000191 s, 2.628899 GiB/s 
Thread 4: 0.000191 s, 2.628911 GiB/s 
Thread 5: 0.000191 s, 2.628857 GiB/s 
Thread 6: 0.000191 s, 2.628905 GiB/s 
Thread 7: 0.000191 s, 2.628830 GiB/s 
Thread 8: 0.000191 s, 2.628895 GiB/s 
Thread 9: 0.000191 s, 2.628881 GiB/s 
Thread 10: 0.000191 s, 2.628830 GiB/s 
Thread 11: 0.000191 s, 2.628829 GiB/s 
Thread 12: 0.000191 s, 2.628825 GiB/s 
Thread 13: 0.000191 s, 2.628829 GiB/s 
Thread 14: 0.000191 s, 2.628883 GiB/s 
Thread 15: 0.000191 s, 2.628852 GiB/s 
Thread 16: 0.000191 s, 2.628910 GiB/s 
Thread 17: 0.000191 s, 2.628828 GiB/s 
Thread 18: 0.000191 s, 2.628898 GiB/s 
Thread 19: 0.000191 s, 2.628864 GiB/s 
Thread 20: 0.000191 s, 2.628882 GiB/s 
Thread 21: 0.000191 s, 2.628829 GiB/s 
Thread 22: 0.000191 s, 2.628903 GiB/s 
Thread 23: 0.000191 s, 2.628905 GiB/s 
Thread 24: 0.000191 s, 2.628860 GiB/s 
Thread 25: 0.000191 s, 2.628878 GiB/s 
Thread 26: 0.000191 s, 2.628903 GiB/s 
Thread 27: 0.000191 s, 2.628833 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:15204352,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):98.000000,AvgTestRunTime(s):0.000191,CumulativeMemoryBandwidth(GiB/s):73.592627,TotalRunTime(s):0.190574,WSS(MiB):14.361450,Verification:SUCCESS,
Thread 0: 0.000141 s, 3.664638 GiB/s 
Thread 1: 0.000141 s, 3.664691 GiB/s 
Thread 2: 0.000141 s, 3.665540 GiB/s 
Thread 3: 0.000141 s, 3.665471 GiB/s 
Thread 4: 0.000141 s, 3.664699 GiB/s 
Thread 5: 0.000141 s, 3.665464 GiB/s 
Thread 6: 0.000141 s, 3.664687 GiB/s 
Thread 7: 0.000141 s, 3.665118 GiB/s 
Thread 8: 0.000141 s, 3.664992 GiB/s 
Thread 9: 0.000141 s, 3.665208 GiB/s 
Thread 10: 0.000141 s, 3.665160 GiB/s 
Thread 11: 0.000141 s, 3.665085 GiB/s 
Thread 12: 0.000141 s, 3.664806 GiB/s 
Thread 13: 0.000141 s, 3.664694 GiB/s 
Thread 14: 0.000141 s, 3.664794 GiB/s 
Thread 15: 0.000141 s, 3.664671 GiB/s 
Thread 16: 0.000141 s, 3.664959 GiB/s 
Thread 17: 0.000141 s, 3.664877 GiB/s 
Thread 18: 0.000141 s, 3.664701 GiB/s 
Thread 19: 0.000141 s, 3.664651 GiB/s 
Thread 20: 0.000141 s, 3.664694 GiB/s 
Thread 21: 0.000141 s, 3.664702 GiB/s 
Thread 22: 0.000141 s, 3.664663 GiB/s 
Thread 23: 0.000141 s, 3.664668 GiB/s 
Thread 24: 0.000139 s, 3.705920 GiB/s 
Thread 25: 0.000139 s, 3.706321 GiB/s 
Thread 26: 0.000139 s, 3.706592 GiB/s 
Thread 27: 0.000141 s, 3.665277 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:15728640,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):99.000000,AvgTestRunTime(s):0.000142,CumulativeMemoryBandwidth(GiB/s):101.520008,TotalRunTime(s):0.142421,WSS(MiB):14.805588,Verification:SUCCESS,
Thread 0: 0.000289 s, 1.843844 GiB/s 
Thread 1: 0.000289 s, 1.843851 GiB/s 
Thread 2: 0.000289 s, 1.843843 GiB/s 
Thread 3: 0.000289 s, 1.843860 GiB/s 
Thread 4: 0.000289 s, 1.843852 GiB/s 
Thread 5: 0.000289 s, 1.843845 GiB/s 
Thread 6: 0.000289 s, 1.843852 GiB/s 
Thread 7: 0.000289 s, 1.843850 GiB/s 
Thread 8: 0.000289 s, 1.843862 GiB/s 
Thread 9: 0.000289 s, 1.843854 GiB/s 
Thread 10: 0.000289 s, 1.843848 GiB/s 
Thread 11: 0.000289 s, 1.843862 GiB/s 
Thread 12: 0.000289 s, 1.843855 GiB/s 
Thread 13: 0.000289 s, 1.843851 GiB/s 
Thread 14: 0.000289 s, 1.843847 GiB/s 
Thread 15: 0.000289 s, 1.843861 GiB/s 
Thread 16: 0.000289 s, 1.843851 GiB/s 
Thread 17: 0.000289 s, 1.843851 GiB/s 
Thread 18: 0.000289 s, 1.843844 GiB/s 
Thread 19: 0.000289 s, 1.843862 GiB/s 
Thread 20: 0.000289 s, 1.843851 GiB/s 
Thread 21: 0.000289 s, 1.843844 GiB/s 
Thread 22: 0.000289 s, 1.843860 GiB/s 
Thread 23: 0.000289 s, 1.843853 GiB/s 
Thread 24: 0.000289 s, 1.843858 GiB/s 
Thread 25: 0.000289 s, 1.843861 GiB/s 
Thread 26: 0.000289 s, 1.843853 GiB/s 
Thread 27: 0.000289 s, 1.843850 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:16252928,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):100.000000,AvgTestRunTime(s):0.000289,CumulativeMemoryBandwidth(GiB/s):51.623625,TotalRunTime(s):0.288650,WSS(MiB):15.258789,Verification:SUCCESS,
Thread 0: 0.000141 s, 3.893061 GiB/s 
Thread 1: 0.000141 s, 3.893090 GiB/s 
Thread 2: 0.000141 s, 3.893086 GiB/s 
Thread 3: 0.000141 s, 3.893099 GiB/s 
Thread 4: 0.000141 s, 3.893101 GiB/s 
Thread 5: 0.000141 s, 3.893046 GiB/s 
Thread 6: 0.000141 s, 3.892958 GiB/s 
Thread 7: 0.000141 s, 3.893101 GiB/s 
Thread 8: 0.000141 s, 3.893077 GiB/s 
Thread 9: 0.000141 s, 3.893103 GiB/s 
Thread 10: 0.000139 s, 3.935477 GiB/s 
Thread 11: 0.000139 s, 3.937340 GiB/s 
Thread 12: 0.000141 s, 3.892990 GiB/s 
Thread 13: 0.000141 s, 3.893083 GiB/s 
Thread 14: 0.000141 s, 3.893045 GiB/s 
Thread 15: 0.000141 s, 3.893085 GiB/s 
Thread 16: 0.000141 s, 3.893063 GiB/s 
Thread 17: 0.000141 s, 3.893000 GiB/s 
Thread 18: 0.000141 s, 3.893032 GiB/s 
Thread 19: 0.000141 s, 3.893063 GiB/s 
Thread 20: 0.000141 s, 3.893037 GiB/s 
Thread 21: 0.000141 s, 3.893059 GiB/s 
Thread 22: 0.000139 s, 3.937640 GiB/s 
Thread 23: 0.000141 s, 3.893104 GiB/s 
Thread 24: 0.000141 s, 3.893091 GiB/s 
Thread 25: 0.000141 s, 3.893045 GiB/s 
Thread 26: 0.000141 s, 3.893027 GiB/s 
Thread 27: 0.000141 s, 3.893083 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:16777216,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):101.000000,AvgTestRunTime(s):0.000142,CumulativeMemoryBandwidth(GiB/s):107.856913,TotalRunTime(s):0.142343,WSS(MiB):15.721146,Verification:SUCCESS,
Thread 0: 0.000220 s, 2.565091 GiB/s 
Thread 1: 0.000220 s, 2.565114 GiB/s 
Thread 2: 0.000220 s, 2.565091 GiB/s 
Thread 3: 0.000220 s, 2.565098 GiB/s 
Thread 4: 0.000220 s, 2.565369 GiB/s 
Thread 5: 0.000220 s, 2.565838 GiB/s 
Thread 6: 0.000220 s, 2.565091 GiB/s 
Thread 7: 0.000220 s, 2.565100 GiB/s 
Thread 8: 0.000220 s, 2.565551 GiB/s 
Thread 9: 0.000220 s, 2.565382 GiB/s 
Thread 10: 0.000220 s, 2.565689 GiB/s 
Thread 11: 0.000220 s, 2.565300 GiB/s 
Thread 12: 0.000220 s, 2.565092 GiB/s 
Thread 13: 0.000220 s, 2.565403 GiB/s 
Thread 14: 0.000220 s, 2.565463 GiB/s 
Thread 15: 0.000220 s, 2.565326 GiB/s 
Thread 16: 0.000220 s, 2.565091 GiB/s 
Thread 17: 0.000220 s, 2.565223 GiB/s 
Thread 18: 0.000220 s, 2.565180 GiB/s 
Thread 19: 0.000220 s, 2.565179 GiB/s 
Thread 20: 0.000220 s, 2.565596 GiB/s 
Thread 21: 0.000220 s, 2.565277 GiB/s 
Thread 22: 0.000220 s, 2.565203 GiB/s 
Thread 23: 0.000220 s, 2.565276 GiB/s 
Thread 24: 0.000220 s, 2.565715 GiB/s 
Thread 25: 0.000220 s, 2.565595 GiB/s 
Thread 26: 0.000220 s, 2.565642 GiB/s 
Thread 27: 0.000220 s, 2.565561 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:17301504,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):102.000000,AvgTestRunTime(s):0.000222,CumulativeMemoryBandwidth(GiB/s):71.330627,TotalRunTime(s):0.221689,WSS(MiB):16.192749,Verification:SUCCESS,
Thread 0: 0.000178 s, 3.260928 GiB/s 
Thread 1: 0.000178 s, 3.261352 GiB/s 
Thread 2: 0.000178 s, 3.261435 GiB/s 
Thread 3: 0.000178 s, 3.261316 GiB/s 
Thread 4: 0.000178 s, 3.261113 GiB/s 
Thread 5: 0.000178 s, 3.260940 GiB/s 
Thread 6: 0.000178 s, 3.261339 GiB/s 
Thread 7: 0.000178 s, 3.261535 GiB/s 
Thread 8: 0.000178 s, 3.261410 GiB/s 
Thread 9: 0.000178 s, 3.260935 GiB/s 
Thread 10: 0.000177 s, 3.290568 GiB/s 
Thread 11: 0.000178 s, 3.260917 GiB/s 
Thread 12: 0.000178 s, 3.261427 GiB/s 
Thread 13: 0.000178 s, 3.261175 GiB/s 
Thread 14: 0.000178 s, 3.261191 GiB/s 
Thread 15: 0.000178 s, 3.261515 GiB/s 
Thread 16: 0.000178 s, 3.261263 GiB/s 
Thread 17: 0.000178 s, 3.260940 GiB/s 
Thread 18: 0.000178 s, 3.261475 GiB/s 
Thread 19: 0.000178 s, 3.261287 GiB/s 
Thread 20: 0.000177 s, 3.290183 GiB/s 
Thread 21: 0.000178 s, 3.260937 GiB/s 
Thread 22: 0.000178 s, 3.261576 GiB/s 
Thread 23: 0.000178 s, 3.261582 GiB/s 
Thread 24: 0.000178 s, 3.261090 GiB/s 
Thread 25: 0.000178 s, 3.261329 GiB/s 
Thread 26: 0.000178 s, 3.261146 GiB/s 
Thread 27: 0.000177 s, 3.290337 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:17825792,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):103.000000,AvgTestRunTime(s):0.000180,CumulativeMemoryBandwidth(GiB/s):90.534997,TotalRunTime(s):0.179852,WSS(MiB):16.673691,Verification:SUCCESS,
Thread 0: 0.000243 s, 2.466458 GiB/s 
Thread 1: 0.000243 s, 2.466452 GiB/s 
Thread 2: 0.000243 s, 2.466400 GiB/s 
Thread 3: 0.000243 s, 2.466450 GiB/s 
Thread 4: 0.000243 s, 2.466455 GiB/s 
Thread 5: 0.000243 s, 2.466455 GiB/s 
Thread 6: 0.000243 s, 2.466430 GiB/s 
Thread 7: 0.000243 s, 2.466441 GiB/s 
Thread 8: 0.000243 s, 2.466591 GiB/s 
Thread 9: 0.000243 s, 2.466428 GiB/s 
Thread 10: 0.000243 s, 2.466436 GiB/s 
Thread 11: 0.000243 s, 2.466434 GiB/s 
Thread 12: 0.000243 s, 2.466462 GiB/s 
Thread 13: 0.000243 s, 2.466464 GiB/s 
Thread 14: 0.000243 s, 2.466449 GiB/s 
Thread 15: 0.000243 s, 2.466453 GiB/s 
Thread 16: 0.000243 s, 2.466422 GiB/s 
Thread 17: 0.000241 s, 2.482714 GiB/s 
Thread 18: 0.000243 s, 2.466457 GiB/s 
Thread 19: 0.000243 s, 2.466621 GiB/s 
Thread 20: 0.000243 s, 2.466433 GiB/s 
Thread 21: 0.000243 s, 2.466409 GiB/s 
Thread 22: 0.000243 s, 2.466447 GiB/s 
Thread 23: 0.000243 s, 2.466420 GiB/s 
Thread 24: 0.000243 s, 2.466411 GiB/s 
Thread 25: 0.000243 s, 2.466437 GiB/s 
Thread 26: 0.000243 s, 2.466413 GiB/s 
Thread 27: 0.000243 s, 2.466443 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:18350080,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):104.000000,AvgTestRunTime(s):0.000243,CumulativeMemoryBandwidth(GiB/s):69.054120,TotalRunTime(s):0.242734,WSS(MiB):17.164062,Verification:SUCCESS,
Thread 0: 0.000209 s, 2.948532 GiB/s 
Thread 1: 0.000209 s, 2.948619 GiB/s 
Thread 2: 0.000209 s, 2.948529 GiB/s 
Thread 3: 0.000209 s, 2.948356 GiB/s 
Thread 4: 0.000209 s, 2.948536 GiB/s 
Thread 5: 0.000209 s, 2.948401 GiB/s 
Thread 6: 0.000209 s, 2.948420 GiB/s 
Thread 7: 0.000209 s, 2.948609 GiB/s 
Thread 8: 0.000209 s, 2.948458 GiB/s 
Thread 9: 0.000209 s, 2.948586 GiB/s 
Thread 10: 0.000209 s, 2.948449 GiB/s 
Thread 11: 0.000209 s, 2.948351 GiB/s 
Thread 12: 0.000209 s, 2.948375 GiB/s 
Thread 13: 0.000209 s, 2.948568 GiB/s 
Thread 14: 0.000209 s, 2.948394 GiB/s 
Thread 15: 0.000209 s, 2.948553 GiB/s 
Thread 16: 0.000209 s, 2.948512 GiB/s 
Thread 17: 0.000209 s, 2.948618 GiB/s 
Thread 18: 0.000209 s, 2.948530 GiB/s 
Thread 19: 0.000209 s, 2.948551 GiB/s 
Thread 20: 0.000209 s, 2.948616 GiB/s 
Thread 21: 0.000209 s, 2.948358 GiB/s 
Thread 22: 0.000209 s, 2.948601 GiB/s 
Thread 23: 0.000209 s, 2.948577 GiB/s 
Thread 24: 0.000209 s, 2.948511 GiB/s 
Thread 25: 0.000209 s, 2.948482 GiB/s 
Thread 26: 0.000209 s, 2.948513 GiB/s 
Thread 27: 0.000209 s, 2.949035 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:18874368,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):105.000000,AvgTestRunTime(s):0.000210,CumulativeMemoryBandwidth(GiB/s):81.958398,TotalRunTime(s):0.210472,WSS(MiB):17.663956,Verification:SUCCESS,
Thread 0: 0.000139 s, 4.558367 GiB/s 
Thread 1: 0.000139 s, 4.558492 GiB/s 
Thread 2: 0.000139 s, 4.558452 GiB/s 
Thread 3: 0.000139 s, 4.558390 GiB/s 
Thread 4: 0.000139 s, 4.558546 GiB/s 
Thread 5: 0.000139 s, 4.558459 GiB/s 
Thread 6: 0.000139 s, 4.558503 GiB/s 
Thread 7: 0.000139 s, 4.558572 GiB/s 
Thread 8: 0.000139 s, 4.558536 GiB/s 
Thread 9: 0.000139 s, 4.558473 GiB/s 
Thread 10: 0.000139 s, 4.558548 GiB/s 
Thread 11: 0.000139 s, 4.558539 GiB/s 
Thread 12: 0.000139 s, 4.558445 GiB/s 
Thread 13: 0.000139 s, 4.558580 GiB/s 
Thread 14: 0.000139 s, 4.558494 GiB/s 
Thread 15: 0.000139 s, 4.558521 GiB/s 
Thread 16: 0.000139 s, 4.558556 GiB/s 
Thread 17: 0.000139 s, 4.558490 GiB/s 
Thread 18: 0.000139 s, 4.558493 GiB/s 
Thread 19: 0.000139 s, 4.558539 GiB/s 
Thread 20: 0.000139 s, 4.558579 GiB/s 
Thread 21: 0.000139 s, 4.558565 GiB/s 
Thread 22: 0.000139 s, 4.558505 GiB/s 
Thread 23: 0.000139 s, 4.558560 GiB/s 
Thread 24: 0.000139 s, 4.558571 GiB/s 
Thread 25: 0.000139 s, 4.558530 GiB/s 
Thread 26: 0.000139 s, 4.558543 GiB/s 
Thread 27: 0.000139 s, 4.558563 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:19398656,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):106.000000,AvgTestRunTime(s):0.000139,CumulativeMemoryBandwidth(GiB/s):127.576343,TotalRunTime(s):0.139113,WSS(MiB):18.173462,Verification:SUCCESS,
Thread 0: 0.000222 s, 2.932200 GiB/s 
Thread 1: 0.000222 s, 2.932197 GiB/s 
Thread 2: 0.000222 s, 2.932319 GiB/s 
Thread 3: 0.000222 s, 2.932198 GiB/s 
Thread 4: 0.000222 s, 2.932579 GiB/s 
Thread 5: 0.000222 s, 2.932252 GiB/s 
Thread 6: 0.000221 s, 2.950360 GiB/s 
Thread 7: 0.000222 s, 2.932610 GiB/s 
Thread 8: 0.000222 s, 2.932206 GiB/s 
Thread 9: 0.000222 s, 2.932558 GiB/s 
Thread 10: 0.000222 s, 2.932199 GiB/s 
Thread 11: 0.000222 s, 2.932608 GiB/s 
Thread 12: 0.000222 s, 2.932344 GiB/s 
Thread 13: 0.000222 s, 2.932327 GiB/s 
Thread 14: 0.000222 s, 2.932533 GiB/s 
Thread 15: 0.000222 s, 2.932495 GiB/s 
Thread 16: 0.000222 s, 2.932475 GiB/s 
Thread 17: 0.000222 s, 2.932478 GiB/s 
Thread 18: 0.000222 s, 2.932347 GiB/s 
Thread 19: 0.000222 s, 2.932445 GiB/s 
Thread 20: 0.000222 s, 2.932432 GiB/s 
Thread 21: 0.000222 s, 2.932200 GiB/s 
Thread 22: 0.000222 s, 2.932419 GiB/s 
Thread 23: 0.000222 s, 2.932494 GiB/s 
Thread 24: 0.000222 s, 2.932209 GiB/s 
Thread 25: 0.000222 s, 2.932662 GiB/s 
Thread 26: 0.000222 s, 2.932196 GiB/s 
Thread 27: 0.000222 s, 2.932205 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:19922944,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):107.000000,AvgTestRunTime(s):0.000224,CumulativeMemoryBandwidth(GiB/s):81.549666,TotalRunTime(s):0.223846,WSS(MiB):18.692673,Verification:SUCCESS,
Thread 0: 0.000197 s, 3.395572 GiB/s 
Thread 1: 0.000197 s, 3.396795 GiB/s 
Thread 2: 0.000196 s, 3.423495 GiB/s 
Thread 3: 0.000197 s, 3.395590 GiB/s 
Thread 4: 0.000197 s, 3.396346 GiB/s 
Thread 5: 0.000197 s, 3.395590 GiB/s 
Thread 6: 0.000196 s, 3.423540 GiB/s 
Thread 7: 0.000197 s, 3.395590 GiB/s 
Thread 8: 0.000197 s, 3.395589 GiB/s 
Thread 9: 0.000197 s, 3.395590 GiB/s 
Thread 10: 0.000197 s, 3.395588 GiB/s 
Thread 11: 0.000197 s, 3.396793 GiB/s 
Thread 12: 0.000197 s, 3.395591 GiB/s 
Thread 13: 0.000197 s, 3.396058 GiB/s 
Thread 14: 0.000197 s, 3.395593 GiB/s 
Thread 15: 0.000197 s, 3.395565 GiB/s 
Thread 16: 0.000196 s, 3.423409 GiB/s 
Thread 17: 0.000196 s, 3.423663 GiB/s 
Thread 18: 0.000197 s, 3.395843 GiB/s 
Thread 19: 0.000196 s, 3.424020 GiB/s 
Thread 20: 0.000196 s, 3.423162 GiB/s 
Thread 21: 0.000196 s, 3.423754 GiB/s 
Thread 22: 0.000197 s, 3.395658 GiB/s 
Thread 23: 0.000197 s, 3.395697 GiB/s 
Thread 24: 0.000197 s, 3.396473 GiB/s 
Thread 25: 0.000197 s, 3.395589 GiB/s 
Thread 26: 0.000197 s, 3.395806 GiB/s 
Thread 27: 0.000197 s, 3.395588 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:20447232,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):108.000000,AvgTestRunTime(s):0.000199,CumulativeMemoryBandwidth(GiB/s):94.357396,TotalRunTime(s):0.198937,WSS(MiB):19.221680,Verification:SUCCESS,
Thread 0: 0.000114 s, 6.030170 GiB/s 
Thread 1: 0.000114 s, 6.030136 GiB/s 
Thread 2: 0.000114 s, 6.029735 GiB/s 
Thread 3: 0.000114 s, 6.029690 GiB/s 
