Thread 0: 0.000014 s, 0.011983 GiB/s 
Thread 6: 0.000068 s, 15.894893 GiB/s 
Thread 7: 0.000068 s, 15.895223 GiB/s 
Thread 8: 0.000068 s, 15.904357 GiB/s 
Thread 9: 0.000068 s, 15.905349 GiB/s 
Thread 10: 0.000068 s, 15.895201 GiB/s 
Thread 11: 0.000068 s, 15.894966 GiB/s 
Thread 12: 0.000068 s, 15.904116 GiB/s 
Thread 13: 0.000068 s, 15.895000 GiB/s 
Thread 14: 0.000068 s, 15.904399 GiB/s 
Thread 15: 0.000068 s, 15.894884 GiB/s 
Thread 16: 0.000068 s, 15.895388 GiB/s 
Thread 17: 0.000068 s, 15.895385 GiB/s 
Thread 18: 0.000068 s, 15.895501 GiB/s 
Thread 19: 0.000068 s, 15.895303 GiB/s 
Thread 20: 0.000068 s, 15.904241 GiB/s 
Thread 21: 0.000068 s, 15.895027 GiB/s 
Thread 22: 0.000068 s, 15.895499 GiB/s 
Thread 23: 0.000068 s, 15.895543 GiB/s 
Thread 24: 0.000068 s, 15.895503 GiB/s 
Thread 25: 0.000068 s, 15.895157 GiB/s 
Thread 26: 0.000068 s, 15.895570 GiB/s 
Thread 27: 0.000068 s, 15.906036 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:32505856,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2031616.000000,AvgTestRunTime(s):0.000068,CumulativeMemoryBandwidth(GiB/s):444.916308,TotalRunTime(s):0.068043,WSS(MiB):31.000000,Verification:SUCCESS,
Thread 0: 0.000074 s, 14.859098 GiB/s 
Thread 1: 0.000074 s, 14.859292 GiB/s 
Thread 2: 0.000072 s, 15.198033 GiB/s 
Thread 3: 0.000072 s, 15.189787 GiB/s 
Thread 4: 0.000074 s, 14.861289 GiB/s 
Thread 5: 0.000074 s, 14.861858 GiB/s 
Thread 6: 0.000074 s, 14.862235 GiB/s 
Thread 7: 0.000072 s, 15.194779 GiB/s 
Thread 8: 0.000072 s, 15.194780 GiB/s 
Thread 9: 0.000074 s, 14.864091 GiB/s 
Thread 10: 0.000074 s, 14.859995 GiB/s 
Thread 11: 0.000074 s, 14.862633 GiB/s 
Thread 12: 0.000074 s, 14.860748 GiB/s 
Thread 13: 0.000074 s, 14.863967 GiB/s 
Thread 14: 0.000074 s, 14.860384 GiB/s 
Thread 15: 0.000073 s, 14.985571 GiB/s 
Thread 16: 0.000072 s, 15.188171 GiB/s 
Thread 17: 0.000074 s, 14.871207 GiB/s 
Thread 18: 0.000074 s, 14.859242 GiB/s 
Thread 19: 0.000074 s, 14.859282 GiB/s 
Thread 20: 0.000072 s, 15.191565 GiB/s 
Thread 21: 0.000074 s, 14.859285 GiB/s 
Thread 22: 0.000074 s, 14.859285 GiB/s 
Thread 23: 0.000074 s, 14.865788 GiB/s 
Thread 24: 0.000074 s, 14.859287 GiB/s 
Thread 25: 0.000074 s, 14.864259 GiB/s 
Thread 26: 0.000074 s, 14.866716 GiB/s 
Thread 27: 0.000074 s, 14.858970 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:33030144,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2064384.000000,AvgTestRunTime(s):0.000075,CumulativeMemoryBandwidth(GiB/s):407.730910,TotalRunTime(s):0.075446,WSS(MiB):31.500000,Verification:SUCCESS,
Thread 0: 0.000071 s, 15.751554 GiB/s 
Thread 1: 0.000071 s, 15.751066 GiB/s 
Thread 2: 0.000071 s, 15.756612 GiB/s 
Thread 3: 0.000071 s, 15.751496 GiB/s 
Thread 4: 0.000071 s, 15.752324 GiB/s 
Thread 5: 0.000071 s, 15.751391 GiB/s 
Thread 6: 0.000071 s, 15.752050 GiB/s 
Thread 7: 0.000071 s, 15.751456 GiB/s 
Thread 8: 0.000071 s, 15.752321 GiB/s 
Thread 9: 0.000071 s, 15.754806 GiB/s 
Thread 10: 0.000071 s, 15.751957 GiB/s 
Thread 11: 0.000071 s, 15.751914 GiB/s 
Thread 12: 0.000071 s, 15.755114 GiB/s 
Thread 13: 0.000071 s, 15.751366 GiB/s 
Thread 14: 0.000071 s, 15.752161 GiB/s 
Thread 15: 0.000071 s, 15.751532 GiB/s 
Thread 16: 0.000071 s, 15.751365 GiB/s 
Thread 17: 0.000071 s, 15.751570 GiB/s 
Thread 18: 0.000071 s, 15.751255 GiB/s 
Thread 19: 0.000071 s, 15.751680 GiB/s 
Thread 20: 0.000071 s, 15.751773 GiB/s 
Thread 21: 0.000071 s, 15.751622 GiB/s 
Thread 22: 0.000071 s, 15.751444 GiB/s 
Thread 23: 0.000071 s, 15.751839 GiB/s 
Thread 24: 0.000071 s, 15.751813 GiB/s 
Thread 25: 0.000071 s, 15.755058 GiB/s 
Thread 26: 0.000071 s, 15.751363 GiB/s 
Thread 27: 0.000071 s, 15.752221 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:33554432,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2097152.000000,AvgTestRunTime(s):0.000071,CumulativeMemoryBandwidth(GiB/s):440.904198,TotalRunTime(s):0.070877,WSS(MiB):32.000000,Verification:SUCCESS,
Thread 0: 0.000071 s, 16.010950 GiB/s 
Thread 1: 0.000071 s, 16.011311 GiB/s 
Thread 2: 0.000071 s, 16.011607 GiB/s 
Thread 3: 0.000071 s, 16.011968 GiB/s 
Thread 4: 0.000071 s, 16.011698 GiB/s 
Thread 5: 0.000071 s, 16.011156 GiB/s 
Thread 6: 0.000071 s, 16.012074 GiB/s 
Thread 7: 0.000071 s, 16.012001 GiB/s 
Thread 8: 0.000071 s, 16.010942 GiB/s 
Thread 9: 0.000071 s, 16.012873 GiB/s 
Thread 10: 0.000071 s, 16.011810 GiB/s 
Thread 11: 0.000071 s, 16.011498 GiB/s 
Thread 12: 0.000071 s, 16.012040 GiB/s 
Thread 13: 0.000071 s, 16.011261 GiB/s 
Thread 14: 0.000071 s, 16.011290 GiB/s 
Thread 15: 0.000071 s, 16.011253 GiB/s 
Thread 16: 0.000071 s, 16.011637 GiB/s 
Thread 17: 0.000071 s, 16.012099 GiB/s 
Thread 18: 0.000071 s, 16.012050 GiB/s 
Thread 19: 0.000071 s, 16.011120 GiB/s 
Thread 20: 0.000071 s, 16.011914 GiB/s 
Thread 21: 0.000071 s, 16.011502 GiB/s 
Thread 22: 0.000071 s, 16.011871 GiB/s 
Thread 23: 0.000071 s, 16.011298 GiB/s 
Thread 24: 0.000071 s, 16.011873 GiB/s 
Thread 25: 0.000071 s, 16.011680 GiB/s 
Thread 26: 0.000071 s, 16.011413 GiB/s 
Thread 27: 0.000071 s, 16.014218 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:34078720,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2129920.000000,AvgTestRunTime(s):0.000071,CumulativeMemoryBandwidth(GiB/s):448.147587,TotalRunTime(s):0.070821,WSS(MiB):32.500000,Verification:SUCCESS,
Thread 0: 0.000072 s, 15.960403 GiB/s 
Thread 1: 0.000072 s, 15.960594 GiB/s 
Thread 2: 0.000072 s, 15.960645 GiB/s 
Thread 3: 0.000072 s, 15.960927 GiB/s 
Thread 4: 0.000072 s, 15.960543 GiB/s 
Thread 5: 0.000072 s, 15.960912 GiB/s 
Thread 6: 0.000072 s, 15.960098 GiB/s 
Thread 7: 0.000072 s, 15.960600 GiB/s 
Thread 8: 0.000072 s, 15.961146 GiB/s 
Thread 9: 0.000072 s, 15.961087 GiB/s 
Thread 10: 0.000072 s, 15.960633 GiB/s 
Thread 11: 0.000072 s, 15.960527 GiB/s 
Thread 12: 0.000072 s, 15.960469 GiB/s 
Thread 13: 0.000072 s, 15.961274 GiB/s 
Thread 14: 0.000072 s, 15.960722 GiB/s 
Thread 15: 0.000072 s, 15.962007 GiB/s 
Thread 16: 0.000072 s, 15.961140 GiB/s 
Thread 17: 0.000072 s, 15.960400 GiB/s 
Thread 18: 0.000072 s, 15.960549 GiB/s 
Thread 19: 0.000072 s, 15.960680 GiB/s 
Thread 20: 0.000072 s, 15.960556 GiB/s 
Thread 21: 0.000072 s, 15.960025 GiB/s 
Thread 22: 0.000072 s, 15.960829 GiB/s 
Thread 23: 0.000072 s, 15.961052 GiB/s 
Thread 24: 0.000072 s, 15.961183 GiB/s 
Thread 25: 0.000072 s, 15.963727 GiB/s 
Thread 26: 0.000072 s, 15.960906 GiB/s 
Thread 27: 0.000072 s, 15.960862 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:34603008,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2162688.000000,AvgTestRunTime(s):0.000072,CumulativeMemoryBandwidth(GiB/s):446.555882,TotalRunTime(s):0.072167,WSS(MiB):33.000000,Verification:SUCCESS,
Thread 0: 0.000077 s, 15.142951 GiB/s 
Thread 1: 0.000076 s, 15.453153 GiB/s 
Thread 2: 0.000076 s, 15.454061 GiB/s 
Thread 3: 0.000077 s, 15.148354 GiB/s 
Thread 4: 0.000076 s, 15.455870 GiB/s 
Thread 5: 0.000077 s, 15.139931 GiB/s 
Thread 6: 0.000076 s, 15.453900 GiB/s 
Thread 7: 0.000077 s, 15.135090 GiB/s 
Thread 8: 0.000077 s, 15.140716 GiB/s 
Thread 9: 0.000077 s, 15.135076 GiB/s 
Thread 10: 0.000077 s, 15.137128 GiB/s 
Thread 11: 0.000077 s, 15.139165 GiB/s 
Thread 12: 0.000077 s, 15.138001 GiB/s 
Thread 13: 0.000077 s, 15.137623 GiB/s 
Thread 14: 0.000077 s, 15.138362 GiB/s 
Thread 15: 0.000077 s, 15.140453 GiB/s 
Thread 16: 0.000077 s, 15.138897 GiB/s 
Thread 17: 0.000077 s, 15.142883 GiB/s 
Thread 18: 0.000076 s, 15.454351 GiB/s 
Thread 19: 0.000077 s, 15.135111 GiB/s 
Thread 20: 0.000077 s, 15.135136 GiB/s 
Thread 21: 0.000077 s, 15.143973 GiB/s 
Thread 22: 0.000077 s, 15.136577 GiB/s 
Thread 23: 0.000077 s, 15.136781 GiB/s 
Thread 24: 0.000077 s, 15.140030 GiB/s 
Thread 25: 0.000077 s, 15.135075 GiB/s 
Thread 26: 0.000077 s, 15.136414 GiB/s 
Thread 27: 0.000077 s, 15.134936 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:35127296,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2195456.000000,AvgTestRunTime(s):0.000079,CumulativeMemoryBandwidth(GiB/s):415.532816,TotalRunTime(s):0.078730,WSS(MiB):33.500000,Verification:SUCCESS,
Thread 0: 0.000077 s, 15.332048 GiB/s 
Thread 1: 0.000077 s, 15.341629 GiB/s 
Thread 2: 0.000077 s, 15.332176 GiB/s 
Thread 3: 0.000077 s, 15.341349 GiB/s 
Thread 4: 0.000077 s, 15.341439 GiB/s 
Thread 5: 0.000077 s, 15.340059 GiB/s 
Thread 6: 0.000077 s, 15.339301 GiB/s 
Thread 7: 0.000077 s, 15.341794 GiB/s 
Thread 8: 0.000077 s, 15.341860 GiB/s 
Thread 9: 0.000077 s, 15.331963 GiB/s 
Thread 10: 0.000077 s, 15.341214 GiB/s 
Thread 11: 0.000077 s, 15.342165 GiB/s 
Thread 12: 0.000077 s, 15.341367 GiB/s 
Thread 13: 0.000077 s, 15.340752 GiB/s 
Thread 14: 0.000077 s, 15.342285 GiB/s 
Thread 15: 0.000077 s, 15.341466 GiB/s 
Thread 16: 0.000077 s, 15.331745 GiB/s 
Thread 17: 0.000077 s, 15.339166 GiB/s 
Thread 18: 0.000077 s, 15.341181 GiB/s 
Thread 19: 0.000077 s, 15.340996 GiB/s 
Thread 20: 0.000077 s, 15.331925 GiB/s 
Thread 21: 0.000077 s, 15.332182 GiB/s 
Thread 22: 0.000076 s, 15.655667 GiB/s 
Thread 23: 0.000077 s, 15.338954 GiB/s 
Thread 24: 0.000077 s, 15.342170 GiB/s 
Thread 25: 0.000077 s, 15.341999 GiB/s 
Thread 26: 0.000077 s, 15.342111 GiB/s 
Thread 27: 0.000077 s, 15.341932 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:35651584,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2228224.000000,AvgTestRunTime(s):0.000077,CumulativeMemoryBandwidth(GiB/s):429.137097,TotalRunTime(s):0.077372,WSS(MiB):34.000000,Verification:SUCCESS,
Thread 0: 0.000076 s, 15.868921 GiB/s 
Thread 1: 0.000076 s, 15.870074 GiB/s 
Thread 2: 0.000076 s, 15.870114 GiB/s 
Thread 3: 0.000076 s, 15.869700 GiB/s 
Thread 4: 0.000076 s, 15.870047 GiB/s 
Thread 5: 0.000076 s, 15.868919 GiB/s 
Thread 6: 0.000076 s, 15.869780 GiB/s 
Thread 7: 0.000076 s, 15.870208 GiB/s 
Thread 8: 0.000076 s, 15.868917 GiB/s 
Thread 9: 0.000076 s, 15.869470 GiB/s 
Thread 10: 0.000076 s, 15.870134 GiB/s 
Thread 11: 0.000076 s, 15.870009 GiB/s 
Thread 12: 0.000076 s, 15.870090 GiB/s 
Thread 13: 0.000076 s, 15.869659 GiB/s 
Thread 14: 0.000076 s, 15.870169 GiB/s 
Thread 15: 0.000076 s, 15.869628 GiB/s 
Thread 16: 0.000076 s, 15.869343 GiB/s 
Thread 17: 0.000076 s, 15.869894 GiB/s 
Thread 18: 0.000076 s, 15.869833 GiB/s 
Thread 19: 0.000076 s, 15.869076 GiB/s 
Thread 20: 0.000076 s, 15.870170 GiB/s 
Thread 21: 0.000076 s, 15.869011 GiB/s 
Thread 22: 0.000076 s, 15.869625 GiB/s 
Thread 23: 0.000076 s, 15.869150 GiB/s 
Thread 24: 0.000076 s, 15.870233 GiB/s 
Thread 25: 0.000076 s, 15.869749 GiB/s 
Thread 26: 0.000076 s, 15.868816 GiB/s 
Thread 27: 0.000076 s, 15.869764 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:36175872,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2260992.000000,AvgTestRunTime(s):0.000076,CumulativeMemoryBandwidth(GiB/s):443.973873,TotalRunTime(s):0.075886,WSS(MiB):34.500000,Verification:SUCCESS,
Thread 0: 0.000077 s, 15.803132 GiB/s 
Thread 1: 0.000077 s, 15.801022 GiB/s 
Thread 2: 0.000077 s, 15.803129 GiB/s 
Thread 3: 0.000077 s, 15.803476 GiB/s 
Thread 4: 0.000077 s, 15.803874 GiB/s 
Thread 5: 0.000076 s, 15.968109 GiB/s 
Thread 6: 0.000077 s, 15.802839 GiB/s 
Thread 7: 0.000077 s, 15.802227 GiB/s 
Thread 8: 0.000077 s, 15.803319 GiB/s 
Thread 9: 0.000077 s, 15.802684 GiB/s 
Thread 10: 0.000077 s, 15.803288 GiB/s 
Thread 11: 0.000077 s, 15.803833 GiB/s 
Thread 12: 0.000077 s, 15.801540 GiB/s 
Thread 13: 0.000077 s, 15.803425 GiB/s 
Thread 14: 0.000077 s, 15.801157 GiB/s 
Thread 15: 0.000077 s, 15.804106 GiB/s 
Thread 16: 0.000077 s, 15.801037 GiB/s 
Thread 17: 0.000077 s, 15.804905 GiB/s 
Thread 18: 0.000077 s, 15.803408 GiB/s 
Thread 19: 0.000077 s, 15.802809 GiB/s 
Thread 20: 0.000077 s, 15.800232 GiB/s 
Thread 21: 0.000077 s, 15.804626 GiB/s 
Thread 22: 0.000077 s, 15.803391 GiB/s 
Thread 23: 0.000077 s, 15.800533 GiB/s 
Thread 24: 0.000076 s, 16.133201 GiB/s 
Thread 25: 0.000077 s, 15.802050 GiB/s 
Thread 26: 0.000077 s, 15.802429 GiB/s 
Thread 27: 0.000077 s, 15.803434 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:36700160,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2293760.000000,AvgTestRunTime(s):0.000079,CumulativeMemoryBandwidth(GiB/s):433.845781,TotalRunTime(s):0.078783,WSS(MiB):35.000000,Verification:SUCCESS,
Thread 0: 0.000075 s, 16.412462 GiB/s 
Thread 1: 0.000075 s, 16.413632 GiB/s 
Thread 2: 0.000075 s, 16.412965 GiB/s 
Thread 3: 0.000075 s, 16.413976 GiB/s 
Thread 4: 0.000075 s, 16.413905 GiB/s 
Thread 5: 0.000075 s, 16.413965 GiB/s 
Thread 6: 0.000075 s, 16.412703 GiB/s 
Thread 7: 0.000075 s, 16.413903 GiB/s 
Thread 8: 0.000075 s, 16.413485 GiB/s 
Thread 9: 0.000075 s, 16.412483 GiB/s 
Thread 10: 0.000075 s, 16.413485 GiB/s 
Thread 11: 0.000075 s, 16.413998 GiB/s 
Thread 12: 0.000075 s, 16.413854 GiB/s 
Thread 13: 0.000075 s, 16.413792 GiB/s 
Thread 14: 0.000075 s, 16.413696 GiB/s 
Thread 15: 0.000075 s, 16.413629 GiB/s 
Thread 16: 0.000075 s, 16.413793 GiB/s 
Thread 17: 0.000075 s, 16.412925 GiB/s 
Thread 18: 0.000075 s, 16.413430 GiB/s 
Thread 19: 0.000075 s, 16.413066 GiB/s 
Thread 20: 0.000075 s, 16.413317 GiB/s 
Thread 21: 0.000075 s, 16.413465 GiB/s 
Thread 22: 0.000075 s, 16.413784 GiB/s 
Thread 23: 0.000075 s, 16.413862 GiB/s 
Thread 24: 0.000075 s, 16.413184 GiB/s 
Thread 25: 0.000075 s, 16.413653 GiB/s 
Thread 26: 0.000075 s, 16.413630 GiB/s 
Thread 27: 0.000075 s, 16.413912 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:37224448,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2326528.000000,AvgTestRunTime(s):0.000075,CumulativeMemoryBandwidth(GiB/s):459.214578,TotalRunTime(s):0.075494,WSS(MiB):35.500000,Verification:SUCCESS,
Thread 0: 0.000078 s, 16.165175 GiB/s 
Thread 1: 0.000078 s, 16.161746 GiB/s 
Thread 2: 0.000078 s, 16.161579 GiB/s 
Thread 3: 0.000078 s, 16.162156 GiB/s 
Thread 4: 0.000078 s, 16.165416 GiB/s 
Thread 5: 0.000078 s, 16.161730 GiB/s 
Thread 6: 0.000078 s, 16.163961 GiB/s 
Thread 7: 0.000078 s, 16.162273 GiB/s 
Thread 8: 0.000078 s, 16.161819 GiB/s 
Thread 9: 0.000078 s, 16.162463 GiB/s 
Thread 10: 0.000078 s, 16.161539 GiB/s 
Thread 11: 0.000078 s, 16.164771 GiB/s 
Thread 12: 0.000078 s, 16.165866 GiB/s 
Thread 13: 0.000078 s, 16.161763 GiB/s 
Thread 14: 0.000078 s, 16.162208 GiB/s 
Thread 15: 0.000078 s, 16.165226 GiB/s 
Thread 16: 0.000078 s, 16.163677 GiB/s 
Thread 17: 0.000078 s, 16.162201 GiB/s 
Thread 18: 0.000078 s, 16.162168 GiB/s 
Thread 19: 0.000078 s, 16.165168 GiB/s 
Thread 20: 0.000078 s, 16.162294 GiB/s 
Thread 21: 0.000078 s, 16.162333 GiB/s 
Thread 22: 0.000078 s, 16.164937 GiB/s 
Thread 23: 0.000078 s, 16.164607 GiB/s 
Thread 24: 0.000078 s, 16.162336 GiB/s 
Thread 25: 0.000078 s, 16.162335 GiB/s 
Thread 26: 0.000078 s, 16.162451 GiB/s 
Thread 27: 0.000078 s, 16.162230 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:37748736,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2359296.000000,AvgTestRunTime(s):0.000078,CumulativeMemoryBandwidth(GiB/s):452.356484,TotalRunTime(s):0.077718,WSS(MiB):36.000000,Verification:SUCCESS,
Thread 0: 0.000079 s, 16.103364 GiB/s 
Thread 1: 0.000079 s, 16.099942 GiB/s 
Thread 2: 0.000079 s, 16.099445 GiB/s 
Thread 3: 0.000079 s, 16.103687 GiB/s 
Thread 4: 0.000079 s, 16.099803 GiB/s 
Thread 5: 0.000079 s, 16.099443 GiB/s 
Thread 6: 0.000079 s, 16.099943 GiB/s 
Thread 7: 0.000079 s, 16.099729 GiB/s 
Thread 8: 0.000079 s, 16.099308 GiB/s 
Thread 9: 0.000079 s, 16.099158 GiB/s 
Thread 10: 0.000079 s, 16.099801 GiB/s 
Thread 11: 0.000079 s, 16.099986 GiB/s 
Thread 12: 0.000079 s, 16.099115 GiB/s 
Thread 13: 0.000079 s, 16.099988 GiB/s 
Thread 14: 0.000079 s, 16.103285 GiB/s 
Thread 15: 0.000079 s, 16.103194 GiB/s 
Thread 16: 0.000079 s, 16.099961 GiB/s 
Thread 17: 0.000079 s, 16.099934 GiB/s 
Thread 18: 0.000079 s, 16.099372 GiB/s 
Thread 19: 0.000079 s, 16.099468 GiB/s 
Thread 20: 0.000079 s, 16.099504 GiB/s 
Thread 21: 0.000079 s, 16.099311 GiB/s 
Thread 22: 0.000079 s, 16.099810 GiB/s 
Thread 23: 0.000079 s, 16.099948 GiB/s 
Thread 24: 0.000079 s, 16.099407 GiB/s 
Thread 25: 0.000079 s, 16.100028 GiB/s 
Thread 26: 0.000079 s, 16.099600 GiB/s 
Thread 27: 0.000079 s, 16.099928 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:38273024,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2392064.000000,AvgTestRunTime(s):0.000079,CumulativeMemoryBandwidth(GiB/s):450.655317,TotalRunTime(s):0.079095,WSS(MiB):36.500000,Verification:SUCCESS,
Thread 0: 0.000079 s, 16.279535 GiB/s 
Thread 1: 0.000079 s, 16.279269 GiB/s 
Thread 2: 0.000079 s, 16.279536 GiB/s 
Thread 3: 0.000079 s, 16.279492 GiB/s 
Thread 4: 0.000079 s, 16.279015 GiB/s 
Thread 5: 0.000079 s, 16.288277 GiB/s 
Thread 6: 0.000079 s, 16.279468 GiB/s 
Thread 7: 0.000079 s, 16.279610 GiB/s 
Thread 8: 0.000079 s, 16.288422 GiB/s 
Thread 9: 0.000079 s, 16.279798 GiB/s 
Thread 10: 0.000079 s, 16.279007 GiB/s 
Thread 11: 0.000079 s, 16.279579 GiB/s 
Thread 12: 0.000079 s, 16.279024 GiB/s 
Thread 13: 0.000079 s, 16.279480 GiB/s 
Thread 14: 0.000079 s, 16.288772 GiB/s 
Thread 15: 0.000079 s, 16.279608 GiB/s 
Thread 16: 0.000079 s, 16.279566 GiB/s 
Thread 17: 0.000079 s, 16.279733 GiB/s 
Thread 18: 0.000079 s, 16.279346 GiB/s 
Thread 19: 0.000079 s, 16.279016 GiB/s 
Thread 20: 0.000079 s, 16.279478 GiB/s 
Thread 21: 0.000079 s, 16.279650 GiB/s 
Thread 22: 0.000079 s, 16.288216 GiB/s 
Thread 23: 0.000079 s, 16.278995 GiB/s 
Thread 24: 0.000079 s, 16.279626 GiB/s 
Thread 25: 0.000079 s, 16.279440 GiB/s 
Thread 26: 0.000079 s, 16.279026 GiB/s 
Thread 27: 0.000079 s, 16.279011 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:38797312,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2424832.000000,AvgTestRunTime(s):0.000079,CumulativeMemoryBandwidth(GiB/s):455.703663,TotalRunTime(s):0.079290,WSS(MiB):37.000000,Verification:SUCCESS,
Thread 0: 0.000098 s, 13.325545 GiB/s 
Thread 1: 0.000098 s, 13.326145 GiB/s 
Thread 2: 0.000098 s, 13.327673 GiB/s 
Thread 3: 0.000098 s, 13.326953 GiB/s 
Thread 4: 0.000098 s, 13.324504 GiB/s 
Thread 5: 0.000098 s, 13.324425 GiB/s 
Thread 6: 0.000098 s, 13.324769 GiB/s 
Thread 7: 0.000098 s, 13.326720 GiB/s 
Thread 8: 0.000098 s, 13.324461 GiB/s 
Thread 9: 0.000098 s, 13.324999 GiB/s 
Thread 10: 0.000098 s, 13.327511 GiB/s 
Thread 11: 0.000098 s, 13.324985 GiB/s 
Thread 12: 0.000097 s, 13.485034 GiB/s 
Thread 13: 0.000098 s, 13.327589 GiB/s 
Thread 14: 0.000098 s, 13.327286 GiB/s 
Thread 15: 0.000098 s, 13.325880 GiB/s 
Thread 16: 0.000098 s, 13.324660 GiB/s 
Thread 17: 0.000098 s, 13.327142 GiB/s 
Thread 18: 0.000098 s, 13.329725 GiB/s 
Thread 19: 0.000098 s, 13.327310 GiB/s 
Thread 20: 0.000098 s, 13.327497 GiB/s 
Thread 21: 0.000098 s, 13.327447 GiB/s 
Thread 22: 0.000098 s, 13.324989 GiB/s 
Thread 23: 0.000098 s, 13.327681 GiB/s 
Thread 24: 0.000098 s, 13.327386 GiB/s 
Thread 25: 0.000098 s, 13.325360 GiB/s 
Thread 26: 0.000098 s, 13.326806 GiB/s 
Thread 27: 0.000098 s, 13.327006 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:39321600,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2457600.000000,AvgTestRunTime(s):0.000100,CumulativeMemoryBandwidth(GiB/s):367.294527,TotalRunTime(s):0.099705,WSS(MiB):37.500000,Verification:SUCCESS,
Thread 0: 0.000084 s, 15.752093 GiB/s 
Thread 1: 0.000084 s, 15.751493 GiB/s 
Thread 2: 0.000084 s, 15.750496 GiB/s 
Thread 3: 0.000084 s, 15.750360 GiB/s 
Thread 4: 0.000084 s, 15.750268 GiB/s 
Thread 5: 0.000084 s, 15.750937 GiB/s 
Thread 6: 0.000084 s, 15.751562 GiB/s 
Thread 7: 0.000084 s, 15.751276 GiB/s 
Thread 8: 0.000084 s, 15.751602 GiB/s 
Thread 9: 0.000084 s, 15.751184 GiB/s 
Thread 10: 0.000084 s, 15.752343 GiB/s 
Thread 11: 0.000084 s, 15.751517 GiB/s 
Thread 12: 0.000084 s, 15.751388 GiB/s 
Thread 13: 0.000084 s, 15.750612 GiB/s 
Thread 14: 0.000084 s, 15.751991 GiB/s 
Thread 15: 0.000084 s, 15.751736 GiB/s 
Thread 16: 0.000084 s, 15.749440 GiB/s 
Thread 17: 0.000084 s, 15.746425 GiB/s 
Thread 18: 0.000084 s, 15.746171 GiB/s 
Thread 19: 0.000084 s, 15.752256 GiB/s 
Thread 20: 0.000084 s, 15.750705 GiB/s 
Thread 21: 0.000084 s, 15.752114 GiB/s 
Thread 22: 0.000084 s, 15.746375 GiB/s 
Thread 23: 0.000084 s, 15.751514 GiB/s 
Thread 24: 0.000084 s, 15.751914 GiB/s 
Thread 25: 0.000084 s, 15.746170 GiB/s 
Thread 26: 0.000084 s, 15.752332 GiB/s 
Thread 27: 0.000084 s, 15.752360 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:39845888,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):2490368.000000,AvgTestRunTime(s):0.000085,CumulativeMemoryBandwidth(GiB/s):437.410072,TotalRunTime(s):0.084839,WSS(MiB):38.000000,Verification:SUCCESS,
Thread 0: 0.000083 s, 16.241156 GiB/s 
Thread 1: 0.000083 s, 16.242720 GiB/s 
Thread 2: 0.000083 s, 16.249360 GiB/s 
Thread 3: 0.000083 s, 16.241067 GiB/s 
Thread 4: 0.000083 s, 16.240756 GiB/s 
Thread 5: 0.000083 s, 16.246204 GiB/s 
Thread 6: 0.000083 s, 16.246424 GiB/s 
Thread 7: 0.000083 s, 16.243103 GiB/s 
Thread 8: 0.000083 s, 16.240949 GiB/s 
Thread 9: 0.000083 s, 16.245042 GiB/s 
Thread 10: 0.000083 s, 16.243844 GiB/s 
Thread 11: 0.000083 s, 16.247672 GiB/s 
Thread 12: 0.000083 s, 16.240957 GiB/s 
Thread 13: 0.000083 s, 16.249988 GiB/s 
Thread 14: 0.000083 s, 16.246674 GiB/s 
Thread 15: 0.000083 s, 16.246113 GiB/s 
Thread 16: 0.000083 s, 16.248630 GiB/s 
